survey_id,observer,quadrat,depth_m,common_name,species_name,abundance,,,,,,,,,,,,,,,,,
8,CMA,1,4.8,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
8,CMA,2,4.8,Dusky turban snail,Tegula pulligo,32,,,,,,,,,,,,,,,,,
8,CMA,2,4.8,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
8,CMA,3,4.5,Dusky turban snail,Tegula pulligo,16,,,,,,,,,,,,,,,,,
8,CMA,3,4.5,Northern abalone,Haliotis kamtschatkana,1,,,,,,,,,,,,,,,,,
8,CMA,4,4.4,Dusky turban snail,Tegula pulligo,18,,,,,,,,,,,,,,,,,
8,CMA,5,4.2,Dusky turban snail,Tegula pulligo,10,,,,,,,,,,,,,,,,,
8,CMA,5,4.2,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
8,CMA,5,4.2,Graceful kelp crab,Pugettia gracilis,2,,,,,,,,,,,,,,,,,
9,AEA,2,7.2,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
9,AEA,2,7.2,Graceful kelp crab,Pugettia gracilis,2,,,,,,,,,,,,,,,,,
9,AEA,3,7.3,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
9,AEA,3,7.3,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
9,AEA,3,7.3,Dusky turban snail,Tegula pulligo,1,,,,,,,,,,,,,,,,,
9,AEA,4,7.5,Dusky turban snail,Tegula pulligo,1,,,,,,,,,,,,,,,,,
9,AEA,5,7.8,Dusky turban snail,Tegula pulligo,2,,,,,,,,,,,,,,,,,
9,CMA,1,6.8,Dusky turban snail,Tegula pulligo,3,,,,,,,,,,,,,,,,,
9,CMA,2,7,Dusky turban snail,Tegula pulligo,2,,,,,,,,,,,,,,,,,
9,CMA,3,7.4,Dusky turban snail,Tegula pulligo,1,,,,,,,,,,,,,,,,,
9,CMA,3,7.4,Red sea urchin,Mesocentrotus franciscanus,3,,,,,,,,,,,,,,,,,
9,CMA,4,7.5,Northern kelp crab,Pugettia producta,1,,,,,,,,,,,,,,,,,
9,CMA,5,7.6,Dusky turban snail,Tegula pulligo,6,,,,,,,,,,,,,,,,,
9,CMA,5,7.6,Graceful kelp crab,Pugettia gracilis,2,,,,,,,,,,,,,,,,,
10,AEA,2,4.8,Northern kelp crab,Pugettia producta,1,,,,,,,,,,,,,,,,,
10,AEA,2,4.8,Northern abalone,Haliotis kamtschatkana,2,,,,,,,,,,,,,,,,,
10,AEA,3,5,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
10,AEA,3,5,Dusky turban snail,Tegula pulligo,2,,,,,,,,,,,,,,,,,
10,AEA,4,5,Northern abalone,Haliotis kamtschatkana,1,,,,,,,,,,,,,,,,,
10,AEA,4,5,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
10,CMA,1,4.5,Northern kelp crab,Pugettia producta,1,,,,,,,,,,,,,,,,,
10,CMA,2,4.6,Dusky turban snail,Tegula pulligo,4,,,,,,,,,,,,,,,,,
10,CMA,2,4.6,Northern abalone,Haliotis kamtschatkana,1,,,,,,,,,,,,,,,,,
10,CMA,3,4.8,Dusky turban snail,Tegula pulligo,1,,,,,,,,,,,,,,,,,
11,AEA,1,7.4,Giant sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
11,AEA,1,7.4,Northern kelp crab,Pugettia producta,1,,,,,,,,,,,,,,,,,
11,AEA,2,7,California sea cucumber,Apostichopus californicus,3,,,,,,,,,,,,,,,,,
11,AEA,3,7.1,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
11,AEA,4,7.1,California sea cucumber,Apostichopus californicus,2,,,,,,,,,,,,,,,,,
11,AEA,5,7.1,California sea cucumber,Apostichopus californicus,2,,,,,,,,,,,,,,,,,
11,CMA,1,6.1,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
11,CMA,1,6.1,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
11,CMA,2,5.8,California sea cucumber,Apostichopus californicus,2,,,,,,,,,,,,,,,,,
11,CMA,3,6.2,California sea cucumber,Apostichopus californicus,4,,,,,,,,,,,,,,,,,
11,CMA,3,6.2,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
11,CMA,4,6.4,California sea cucumber,Apostichopus californicus,4,,,,,,,,,,,,,,,,,
11,CMA,4,6.4,Giant rock scallop,Crassadoma gigantea,1,,,,,,,,,,,,,,,,,
11,CMA,5,6.1,California sea cucumber,Apostichopus californicus,4,,,,,,,,,,,,,,,,,
12,AEA,1,3.5,Giant rock scallop,Crassadoma gigantea,2,,,,,,,,,,,,,,,,,
12,AEA,1,3.5,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
12,AEA,2,3.7,Orange sea cucumber,Cucumaria miniata,6,,,,,,,,,,,,,,,,,
12,AEA,3,3.7,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
12,AEA,4,3.7,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
12,AEA,4,3.7,Graceful kelp crab,Pugettia gracilis,2,,,,,,,,,,,,,,,,,
12,AEA,5,3.4,Giant rock scallop,Crassadoma gigantea,3,,,,,,,,,,,,,,,,,
12,AEA,5,3.4,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
12,CMA,1,3.7,Giant rock scallop,Crassadoma gigantea,5,,,,,,,,,,,,,,,,,
12,CMA,1,3.7,Orange sea cucumber,Cucumaria miniata,8,,,,,,,,,,,,,,,,,
12,CMA,2,3.6,Giant rock scallop,Crassadoma gigantea,7,,,,,,,,,,,,,,,,,
12,CMA,2,3.6,Orange sea cucumber,Cucumaria miniata,4,,,,,,,,,,,,,,,,,
12,CMA,2,3.6,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
12,CMA,3,3.5,Giant rock scallop,Crassadoma gigantea,2,,,,,,,,,,,,,,,,,
12,CMA,3,3.5,Orange sea cucumber,Henricia spp.,1,,,,,,,,,,,,,,,,,
12,CMA,3,3.5,Blood star,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
12,CMA,4,3.5,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
12,CMA,4,3.5,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
12,CMA,5,3.6,Giant rock scallop,Crassadoma gigantea,2,,,,,,,,,,,,,,,,,
12,CMA,5,3.6,Orange sea cucumber,Cucumaria miniata,1,,,,,,,,,,,,,,,,,
13,AEA,2,6.1,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
13,AEA,3,6.2,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
13,AEA,4,5.9,Green sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
13,AEA,4,5.9,Purple sea urchin,Strongylocentrotus purpuratus,2,,,,,,,,,,,,,,,,,
13,AEA,4,5.9,Red sea urchin,Mesocentrotus franciscanus,2,,,,,,,,,,,,,,,,,
13,AEA,4,5.9,Dusky turban snail,Tegula pulligo,1,,,,,,,,,,,,,,,,,
13,AEA,5,5.9,Dusky turban snail,Tegula pulligo,1,,,,,,,,,,,,,,,,,
13,CMA,1,5.7,Green sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
14,AEA,3,3.1,Purple sea urchin,Strongylocentrotus purpuratus,11,,,,,,,,,,,,,,,,,
14,AEA,3,3.1,Giant rock scallop,Crassadoma gigantea,1,,,,,,,,,,,,,,,,,
14,AEA,3,3.1,Red sea urchin,Mesocentrotus franciscanus,8,,,,,,,,,,,,,,,,,
14,AEA,3,3.1,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
14,AEA,3,3.1,Dusky turban snail,Tegula pulligo,3,,,,,,,,,,,,,,,,,
14,AEA,5,3.4,Purple sea urchin,Strongylocentrotus purpuratus,2,,,,,,,,,,,,,,,,,
14,AEA,5,3.4,Red sea urchin,Mesocentrotus franciscanus,2,,,,,,,,,,,,,,,,,
14,AEA,5,3.4,Gumboot chiton,Cryptochiton stelleri,2,,,,,,,,,,,,,,,,,
14,AEA,5,3.4,Dusky turban snail,Tegula pulligo,2,,,,,,,,,,,,,,,,,
14,AEA,5,3.4,Blood star,Henricia spp.,2,,,,,,,,,,,,,,,,,
14,CMA,1,3.5,Dusky turban snail,Tegula pulligo,3,,,,,,,,,,,,,,,,,
14,CMA,1,3.5,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
14,CMA,1,3.5,Green sea urchin,Strongylocentrotus droebachiensis,2,,,,,,,,,,,,,,,,,
14,CMA,2,3.5,Dusky turban snail,Tegula pulligo,5,,,,,,,,,,,,,,,,,
14,CMA,3,3.3,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
14,CMA,3,3.3,Red sea urchin,Mesocentrotus franciscanus,10,,,,,,,,,,,,,,,,,
14,CMA,3,3.3,Purple sea urchin,Strongylocentrotus purpuratus,12,,,,,,,,,,,,,,,,,
14,CMA,3,3.3,Green sea urchin,Strongylocentrotus droebachiensis,2,,,,,,,,,,,,,,,,,
14,CMA,4,3.1,Dusky turban snail,Tegula pulligo,2,,,,,,,,,,,,,,,,,
14,CMA,4,3.1,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
14,CMA,4,3.1,Blood star,Henricia spp.,1,,,,,,,,,,,,,,,,,
14,CMA,5,3.4,Graceful kelp crab,Pugettia gracilis,1,,,,,,,,,,,,,,,,,
15,AEA,1,6,Green sea urchin,Strongylocentrotus droebachiensis,3,,,,,,,,,,,,,,,,,
15,AEA,3,6.8,Green sea urchin,Strongylocentrotus droebachiensis,2,,,,,,,,,,,,,,,,,
15,AEA,3,6.4,California sea cucumber,Apostichopus californicus,3,,,,,,,,,,,,,,,,,
15,AEA,3,7.1,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
15,AEA,3,7.1,Orange sea cucumber,Apostichopus californicus,2,,,,,,,,,,,,,,,,,
15,AEA,4,6.2,Green sea urchin,Strongylocentrotus droebachiensis,6,,,,,,,,,,,,,,,,,
15,AEA,4,7.2,Blood star,Henricia spp.,2,,,,,,,,,,,,,,,,,
15,AEA,5,7.1,Green sea urchin,Apostichopus californicus,3,,,,,,,,,,,,,,,,,
15,AEA,5,7.1,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
15,CMA,1,6.8,Green sea urchin,Strongylocentrotus droebachiensis,1,,,,,,,,,,,,,,,,,
15,CMA,1,6.8,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
15,CMA,2,7.2,Green sea urchin,Strongylocentrotus droebachiensis,4,,,,,,,,,,,,,,,,,
15,CMA,2,7.2,Sunflower sea star,Pycnopodia helianthoides,2,,,,,,,,,,,,,,,,,
15,CMA,3,6.9,Orange sea cucumber,Cucumaria miniata,6,,,,,,,,,,,,,,,,,
15,CMA,3,6.9,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
15,CMA,3,6.9,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
15,CMA,3,6.9,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
15,CMA,4,7.3,Green sea urchin,Strongylocentrotus droebachiensis,12,,,,,,,,,,,,,,,,,
15,CMA,4,7.3,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
15,CMA,4,7.3,Blood star,Henricia spp.,2,,,,,,,,,,,,,,,,,
15,CMA,5,6.9,Green sea urchin,Strongylocentrotus droebachiensis,8,,,,,,,,,,,,,,,,,
15,CMA,5,6.9,California sea cucumber,Apostichopus californicus,2,,,,,,,,,,,,,,,,,
16,AEA,2,5.1,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
16,AEA,3,5.9,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
16,AEA,5,5.2,California sea cucumber,Apostichopus californicus,4,,,,,,,,,,,,,,,,,
16,AEA,5,5.2,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
16,CMA,1,4.6,Red sea urchin,Mesocentrotus franciscanus,1,,,,,,,,,,,,,,,,,
16,CMA,1,4.6,Sunflower sea star,Pycnopodia helianthoides,1,,,,,,,,,,,,,,,,,
16,CMA,2,4.8,Green sea urchin,Strongylocentrotus droebachiensis,3,,,,,,,,,,,,,,,,,
16,CMA,3,5.4,Red sea urchin,Mesocentrotus franciscanus,2,,,,,,,,,,,,,,,,,
16,CMA,3,5.4,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
16,CMA,3,5.4,California sea cucumber,Apostichopus californicus,1,,,,,,,,,,,,,,,,,
16,CMA,4,5.7,Green sea urchin,Strongylocentrotus droebachiensis,2,,,,,,,,,,,,,,,,,
16,CMA,4,5.7,Gumboot chiton,Cryptochiton stelleri,1,,,,,,,,,,,,,,,,,
16,CMA,5,4.9,Green sea urchin,Strongylocentrotus droebachiensis,4,,,,,,,,,,,,,,,,,
17,AEA,1,8.2,Orange sea cucumber,Cucumaria miniata,3,,,,,,,,,,,,,,,,,
17,AEA,2,8,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
17,AEA,3,7.8,Orange sea cucumber,Cucumaria miniata,2,,,,,,,,,,,,,,,,,
